Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
puyuh-9.jpg,puyuh,9909.140625,7855.0,9425.0390625,7890.0,0.8476126376372528,0.8792021652877311,0.8550573760880262,0.8786639190477655,38.859375,30.80392156862745,36.9609375,30.941176470588236,0.6514783683956941,0.6180971729345723,0.6460761914502238,0.6187221896521782,0.6860226990708201,0.7114840962153232,0.6912539399472257,0.7110639149967606,0.8282648725322234,0.843495166681661,0.8314168268367111,0.8432460583938478,0.17542596973772628,0.3373895959293946,0.21570974323063596,0.33448191176351094
puyuh-9.jpg_flip,puyuh,9909.140625,7889.0,9425.0390625,7856.0,0.8476126376372528,0.8786792975117645,0.8550573760880262,0.8791867868237321,38.859375,30.937254901960785,36.9609375,30.807843137254903,0.6514783683956941,0.6186818126845002,0.6460761914502238,0.618137621118098,0.6860226990708201,0.7110878202731893,0.6912539399472257,0.7114601748565932,0.8282648725322234,0.8432602328304053,0.8314168268367111,0.8434809866598021,0.17542596973772628,0.33452151779592537,0.21570974323063596,0.3373497970613614
puyuh-9.jpg_rot,puyuh,10778.73046875,8935.0,10215.9375,8929.0,0.8342396815312337,0.862593424168794,0.8428945729400548,0.8626856949527881,42.26953125,35.03921568627451,40.0625,35.015686274509804,0.6753540094664799,0.6520817659522202,0.6701517930331029,0.6519940746063526,0.6696610362966994,0.6904230423900193,0.6755095851242611,0.6904899651022934,0.8183281959560598,0.8309169888683341,0.8218939013791629,0.8309572582884714,0.13689189239491406,0.2807688632561374,0.18200880837134326,0.2812518388376106
puyuh-9.jpg_bright,puyuh,9821.484375,7819.0,9365.2734375,7852.0,0.8489606561221665,0.8797557899916956,0.8559764796004675,0.879248300679728,38.515625,30.662745098039217,36.7265625,30.7921568627451,0.6483194587142826,0.615477644258506,0.6431806635783903,0.6160686817922273,0.6880085390084344,0.7129593838823118,0.6929542977385502,0.7125619146570812,0.8294628014615449,0.8443692224864143,0.8324387651584652,0.8441338250876346,0.17806438277051015,0.33658690550329967,0.21624354227265075,0.33383210653156287
puyuh-8.jpg,puyuh,11431.171875,11175.0,12150.3515625,11058.0,0.8242061348537507,0.8281456648109987,0.8131462559207087,0.8299449450988834,44.828125,43.8235294117647,47.6484375,43.36470588235294,0.7514560776806215,0.7442587639581197,0.7586593225428624,0.7429128905573599,0.6297110265770677,0.6344618615174924,0.6226619395747729,0.6356345177622955,0.7935433362942869,0.7965311428421945,0.789089310265177,0.7972669049711618,0.2200575219920796,0.23008658665991996,0.17098829324323697,0.2381864753520424
puyuh-8.jpg_flip,puyuh,11431.171875,11057.0,12150.3515625,11176.0,0.8242061348537507,0.8299603235628825,0.8131462559207087,0.8281302863469997,44.828125,43.36078431372549,47.6484375,43.82745098039215,0.7514560776806215,0.7428786689492082,0.7586593225428624,0.7442928045811562,0.6297110265770677,0.6356561081333725,0.6226619395747729,0.6344403269614606,0.7935433362942869,0.7972804450965623,0.789089310265177,0.796517625016208,0.2200575219920796,0.23821632113635205,0.17098829324323697,0.23005715758133713
puyuh-8.jpg_rot,puyuh,12353.5546875,11764.0,12951.2109375,11892.0,0.8100213039784087,0.8190877495155784,0.8008302688539968,0.8171193061237043,48.4453125,46.13333333333334,50.7890625,46.63529411764706,0.7694020651972973,0.7620430135896531,0.7743193424773882,0.7633678124585892,0.61639506421058,0.6228964322567799,0.610735625458057,0.621644086435865,0.7851083136807175,0.7892378806524557,0.7814957616379355,0.788444092143422,0.17297296621436084,0.20969773895688504,0.13313198202251098,0.20109873441646353
puyuh-8.jpg_bright,puyuh,11387.343750000002,11111.0,12080.625,11010.0,0.8248801440962077,0.8291298865069356,0.81421854335189,0.8306831113708363,44.65625000000001,43.57254901960785,47.375,43.17647058823529,0.7494405407447566,0.7419865643512065,0.7564310047325022,0.7408207363980208,0.6309210254356798,0.6358873796654377,0.6241071647811239,0.6369007672055864,0.7943053729112499,0.7974254696618598,0.7900045346585828,0.7980606287780312,0.22037587424676097,0.23181640245858182,0.17291100444932803,0.23883846964327382
puyuh-20.jpg,puyuh,18730.546875,15889.0,17869.921875,15820.0,0.711952959200935,0.7556515855196382,0.725188049780088,0.7567126995355704,73.453125,62.30980392156862,70.078125,62.03921568627451,0.9711698354677749,0.9494343758065643,0.9656931016864034,0.9488559265960301,0.48680319393382354,0.5097790437859865,0.49359599194495507,0.5103131314501964,0.6977128305641395,0.7139881258018137,0.7025638703669262,0.7143620450795216,0.06512910778814156,0.20035749510866185,0.10515906557204406,0.20385502898056224
puyuh-20.jpg_flip,puyuh,18730.546875,15819.0,17869.921875,15890.0,0.711952959200935,0.7567280779995694,0.725188049780088,0.7556362070556393,73.453125,62.035294117647055,70.078125,62.31372549019608,0.9711698354677749,0.9488292319693963,0.9656931016864034,0.9494609905350057,0.48680319393382354,0.5103306170504025,0.49359599194495507,0.5097615912964005,0.6977128305641395,0.7143742835869741,0.7025638703669262,0.7139759038625887,0.06512910778814156,0.20388037101919074,0.10515906557204406,0.20033226362206913
