Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
puyuh-9.jpg,puyuh,1726.6725183823528,2096.260269127259,1608.9160845588235,2011.0244675124954,0.553887319660626,0.5377430765832605,0.5477219513043539,0.5371715009163198,18.18238357843137,20.28192233756248,17.533700980392155,19.92356785851596,5.607078679101275,5.671569572285641,5.594839336953502,5.667058210576448,0.23576519958425693,0.23191880530970188,0.23670936229548878,0.23250260596839628,0.4855565874172205,0.48157949012567164,0.48652786384285207,0.48218524030542065,0.8286742415105425,0.7924436392715962,0.8403583970913185,0.8008830649705314
puyuh-9.jpg_flip,puyuh,1726.6725183823528,2011.0244675124954,1608.9160845588235,2096.260269127259,0.553887319660626,0.5371715009163198,0.5477219513043539,0.5377430765832605,18.18238357843137,19.92356785851596,17.533700980392155,20.28192233756248,5.607078679101275,5.667058210576448,5.594839336953502,5.671569572285641,0.23576519958425693,0.23250260596839628,0.23670936229548878,0.23191880530970188,0.4855565874172205,0.48218524030542065,0.48652786384285207,0.48157949012567164,0.8286742415105425,0.8008830649705314,0.8403583970913185,0.7924436392715962
puyuh-9.jpg_rot,puyuh,2293.8321844362745,2672.952495194156,2207.1705729166665,2548.972487504806,0.5451475242162127,0.5339533299270582,0.5425945752085803,0.5338279771087755,20.819469975490193,22.759277201076515,20.358563112745102,22.148650519031143,5.831289023022532,5.885343739944859,5.824384191055529,5.879301174333987,0.16428686462425812,0.16141846274781785,0.1645821581543156,0.16213964327150074,0.40532316073012425,0.4017691659993557,0.40568726644339675,0.40266567183148444,0.863449607969648,0.8399991373506815,0.8686085193788071,0.8474204844255852
puyuh-9.jpg_bright,puyuh,1721.2210171568631,2093.037631680123,1610.2033700980394,2011.7365321030381,0.5696418973460683,0.5571068040627694,0.5635796258883353,0.5566900923142238,18.03324142156863,20.103037293348713,17.399938725490195,19.757846981930033,5.284055169051267,5.334604872117072,5.271476390676571,5.331116076987532,0.2812762925185777,0.27839814474100627,0.28236481076614167,0.2790799540176263,0.530354874134836,0.527634480242721,0.5313801000848091,0.5282801851457485,0.8123000671050218,0.7722793991994048,0.8244065918891079,0.7811248852820327
puyuh-8.jpg,puyuh,1014.2661151960784,1571.5852364475202,1127.380667892157,1562.9970011534028,0.49193799812196337,0.47165839424262634,0.49112002000920396,0.47355856734343127,13.198069852941178,16.83626297577855,13.931341911764706,16.72089196462899,6.0255097298497,6.14555114979213,6.038594757059061,6.1383712428435615,0.1563235612082417,0.15206463157561764,0.1564865745887625,0.15281701684842766,0.395377744958213,0.3899546532298565,0.3955838401511903,0.3909181715505531,0.8975876900788182,0.8416415155251111,0.8861663062292084,0.8425068964754723
puyuh-8.jpg_flip,puyuh,1014.2661151960784,1562.9970011534028,1127.380667892157,1571.5852364475202,0.49193799812196337,0.47355856734343127,0.49112002000920396,0.47165839424262634,13.198069852941178,16.72089196462899,13.931341911764706,16.83626297577855,6.0255097298497,6.1383712428435615,6.038594757059061,6.14555114979213,0.1563235612082417,0.15281701684842766,0.1564865745887625,0.15206463157561764,0.395377744958213,0.3909181715505531,0.3955838401511903,0.3899546532298565,0.8975876900788182,0.8425068964754723,0.8861663062292084,0.8416415155251111
puyuh-8.jpg_rot,puyuh,1649.1155790441176,2208.718615916955,1727.5975030637255,2249.22245290273,0.4790472320493031,0.4644408181651007,0.4782622419843773,0.4644529961829913,16.547594975490195,19.55869281045752,17.03506433823529,19.80093810073049,6.3150098630189735,6.405383561111389,6.324383839746975,6.404916192238522,0.09811090958480512,0.09505433018176397,0.09781011409092207,0.09552989742655092,0.31322661059495743,0.3083088227439558,0.31274608565243794,0.309079111922095,0.9008120083583991,0.8664084835930514,0.896091620944325,0.863958660893032
puyuh-8.jpg_bright,puyuh,1004.0806066176469,1555.604705882353,1117.2172181372548,1548.7760399846215,0.5057159952090934,0.4878256923961267,0.5040069567231216,0.48905696790518943,13.041819852941178,16.6320953479431,13.770465686274509,16.53757785467128,5.838903476735707,5.952379056390589,5.853395295776783,5.94750367339684,0.17443627075523832,0.1706749356892722,0.17414178234483135,0.1713998281499692,0.4176556844522032,0.41312823153262257,0.41730298626397505,0.41400462334371246,0.8903572548785317,0.830533660143951,0.8780030588319243,0.8312775695776348
puyuh-20.jpg,puyuh,1297.4363970588238,1695.9922645136483,1149.7965839460787,1527.2879815455594,0.25112498761911894,0.245869151333987,0.25965103337077067,0.24788721260045704,20.243259803921568,22.9752710495963,18.864292279411767,21.918539023452517,8.265070972670896,8.333131442909053,8.194634454072164,8.309956099406232,0.03803683669967679,0.03750587549431271,0.03961289091597884,0.03743750915900353,0.19503034815042708,0.19366433717727358,0.19902987443089754,0.19348774937706917,0.8746979989524014,0.8360947631771236,0.8891732884459559,0.8523987971232028
puyuh-20.jpg_flip,puyuh,1297.4363970588238,1527.2879815455594,1149.7965839460787,1695.9922645136483,0.25112498761911894,0.24788721260045704,0.25965103337077067,0.245869151333987,20.243259803921568,21.918539023452517,18.864292279411767,22.9752710495963,8.265070972670896,8.309956099406232,8.194634454072164,8.333131442909053,0.03803683669967679,0.03743750915900353,0.03961289091597884,0.03750587549431271,0.19503034815042708,0.19348774937706917,0.19902987443089754,0.19366433717727358,0.8746979989524014,0.8523987971232028,0.8891732884459559,0.8360947631771236
